Cluster,Avg_Followers,Avg_Friends,Avg_Statuses,Avg_Retweets
1,55905.5439137134,7590.164869029276,292668.391200137,5.6245505906522855
2,1179599.8634686347,110846.10332103321,181851.62361623617,1118.261992619926
0,6786.793146791999,1403.1537716846494,22096.442483956092,4.370368346267352
